;tweetid;stance;sentiment;temporal_orientation
2906;1517328098517143553;believe;positive;future
2907;1517138315283116034;believe;positive;past
2908;1474008609155653637;believe;negative;future
2909;1514489123490258951;believe;positive;future
2910;1470947135088644096;believe;neutral;future
2911;1471214357862252548;believe;negative;future
2912;1514385402135650304;believe;positive;past
2913;1477498904430014464;believe;neutral;present
2914;1492072687098753026;deny;negative;past
2915;1474034764172697609;believe;negative;future
2916;1497090128862490625;deny;neutral;past
2917;1494380174934224900;deny;negative;present
2918;1483757087176163329;believe;positive;future
2919;1483770048024129536;deny;negative;future
2920;1474301401098604557;believe;neutral;present
2921;1470466736969429004;deny;negative;future
2922;1495764503648210944;deny;negative;present
2923;1498796531100516353;believe;neutral;future
2924;1510963134470791168;believe;positive;future
2925;1516449883288633344;believe;positive;future
2926;1460965430856597507;believe;negative;future
2927;1505995157392474119;believe;neutral;past
2928;1469870978427727872;deny;neutral;present
2929;1479077099738738698;believe;neutral;future
2930;1477306315223486468;believe;negative;future
2931;1480114367454662657;believe;negative;future
2932;1461137579797975043;believe;negative;future
2933;1468520465618681860;believe;neutral;future
2934;1517540757321793536;believe;positive;future
2935;1473138425310056451;believe;neutral;present
2936;1513658839559995396;believe;positive;future
2937;1471499808800055303;believe;neutral;past
2938;1507819197946118151;believe;positive;future
2939;1468812392968560642;believe;negative;future
2940;1469878613667426309;believe;negative;present
2941;1474418066872274955;believe;negative;present
2942;1476724342947938305;believe;neutral;future
2943;1492656669775450112;deny;negative;past
2944;1514167200659165184;believe;positive;future
2945;1462218045380644867;believe;negative;future
2946;1500649948030726144;believe;neutral;future
2947;1508791005667016705;believe;positive;future
2948;1514782888658898944;believe;positive;future
2949;1468444341773365249;believe;negative;future
2950;1513770961807425538;believe;positive;present
2951;1473243930573606913;believe;negative;future
2952;1487812924211142658;deny;negative;past
2953;1451194002921820164;believe;positive;future
2954;1505877127526518786;believe;positive;present
2955;1460986234906554368;believe;positive;future
2956;1476299429359587336;believe;negative;future
2957;1490939392378417153;deny;positive;future
2958;1517792928541855745;believe;positive;present
2959;1484079569787305984;deny;positive;past
2960;1502460789734748164;believe;neutral;future
2961;1461702123574505474;believe;neutral;past
2962;1472814153605816322;believe;positive;present
2963;1475236519103242241;believe;negative;future
2964;1514761160234569732;believe;positive;future
2965;1433790290612133894;believe;positive;future
2966;1475867245125546001;believe;negative;future
2967;1470710159236337671;believe;neutral;future
2968;1476924174786519040;believe;negative;future
2969;1467876257136218113;believe;neutral;future
2970;1514410357279891457;believe;positive;past
2971;1514046621360680961;believe;positive;future
2972;1470660731930611718;believe;negative;present
2973;1494137988615327745;deny;negative;future
2974;1478938378892681216;believe;negative;future
2975;1482063303350587392;believe;neutral;future
2976;1514416152893857792;believe;positive;past
2977;1473571040663982082;believe;neutral;present
2978;1517299228850065408;believe;positive;past
2979;1514613428261777421;believe;positive;past
2980;1479106915355426822;believe;positive;future
2981;1485494260875300864;believe;neutral;future
2982;1516816829938819085;believe;positive;future
2983;1455144367220477952;believe;positive;past
2984;1477293618708709381;believe;negative;past
2985;1503347080991068165;believe;neutral;future
2986;1459987169259446284;deny;neutral;future
2987;1483661310046851073;believe;neutral;future
2988;1514606659288825857;believe;positive;past
2989;1514792489341046786;believe;positive;future
2990;1516458103138660361;believe;positive;future
2991;1470115297608667139;deny;negative;past
2992;1509388164036714498;believe;neutral;future
2993;1492233767678885895;deny;positive;present
2994;1472221063186718725;believe;neutral;future
2995;1470116127476838401;believe;negative;present
2996;1451300198173458446;believe;neutral;future
2997;1472288316435410950;believe;neutral;future
2998;1516040225239318530;believe;positive;future
2999;1424867362700816385;believe;neutral;future
3000;1468138114254319616;believe;negative;future
3001;1515381103968006145;believe;positive;future
3002;1477148877774102533;believe;neutral;future
3003;1468931896344260615;deny;negative;past
3004;1480566165088833537;deny;negative;present
3005;1452221567723769865;believe;negative;present
3006;1477657732593426434;believe;negative;future
3007;1479256187866472449;believe;negative;future
3008;1477651597656092673;believe;negative;future
3009;1440888430960037890;believe;neutral;future
3010;1479513436564434944;believe;neutral;future
3011;1458071903411785729;believe;positive;present
3012;1483483171844984847;deny;negative;present
3013;1509938650037039107;believe;positive;present
3014;1477717074143182851;believe;negative;past
3015;1471529127173840909;believe;negative;past
3016;1476755201738555392;believe;neutral;present
3017;1473027854195691523;believe;neutral;future
3018;1471483449605296134;believe;negative;present
3019;1461854377698676741;believe;neutral;past
3020;1443041414355439617;believe;positive;future
3021;1477248439612289025;believe;negative;future
3022;1461896804308373509;believe;neutral;present
3023;1471838548294881293;deny;negative;past
3024;1476047973196963840;deny;positive;past
3025;1475177057390784513;believe;negative;future
3026;1461155609852751874;deny;positive;past
3027;1481516197250273286;deny;negative;future
3028;1511022098365313024;believe;positive;future
3029;1470005103197401093;deny;positive;future
3030;1477540169389588480;believe;neutral;past
3031;1489567939279962114;deny;negative;present
3032;1498242809958121473;believe;positive;future
3033;1479615241797476354;deny;negative;past
3034;1460920263898509319;believe;neutral;future
3035;1511086337289596930;believe;positive;future
3036;1460604294915411975;believe;neutral;future
3037;1460674474152542221;deny;negative;future
3038;1490656553703133187;deny;negative;past
3039;1475107256622632966;believe;neutral;future
3040;1503735385326768134;believe;neutral;future
3041;1498947333945540608;believe;neutral;past
3042;1461373594911444997;deny;neutral;future
3043;1514707524418637843;believe;neutral;past
3044;1477031422372241413;believe;neutral;future
3045;1468922415535165442;believe;negative;future
3046;1474453823620009986;believe;negative;future
3047;1476833790462812160;believe;neutral;past
3048;1476895717360734212;believe;negative;future
3049;1439248563326922757;believe;negative;future
3050;1473675794652278788;believe;negative;past
3051;1461658567388368897;believe;positive;future
3052;1487292074017886209;deny;neutral;future
3053;1504597461314154496;believe;positive;future
3054;1469050609256964099;believe;negative;past
3055;1461303368090062850;deny;neutral;present
3056;1487449139520565254;deny;negative;future
3057;1472875772809469962;believe;neutral;future
3058;1473302744232382472;believe;negative;future
3059;1517306086789107712;believe;positive;future
3060;1469373532190621699;believe;neutral;future
3061;1483600650323824644;believe;neutral;past
3062;1483819040132894720;believe;neutral;future
3063;1500902578300731392;believe;neutral;future
3064;1517539455149686784;believe;positive;future
3065;1469971511276564480;believe;negative;present
3066;1470353354014527492;believe;neutral;future
3067;1517431704583118848;believe;positive;future
3068;1471399568050991104;believe;negative;future
3069;1502093874948612099;believe;neutral;future
3070;1497817865789251585;deny;neutral;past
3071;1517457628875882497;believe;positive;present
3072;1459800197924597763;deny;negative;present
3073;1517394239365455872;believe;positive;present
3074;1460903173900677122;believe;neutral;present
3075;1473394458326708224;believe;negative;future
3076;1513497878668447745;believe;positive;past
3077;1508937242680737797;believe;neutral;future
3078;1514830593430675458;believe;positive;future
3079;1481056837881446410;deny;negative;past
3080;1511714891362541575;believe;positive;future
3081;1476367185836752897;believe;negative;future
3082;1461412221569933312;believe;negative;future
3083;1504151752056221696;believe;neutral;past
3084;1482360824610103300;deny;negative;future
3085;1508972989450178560;believe;neutral;future
3086;1478100581826891776;believe;negative;future
3087;1504895476981772289;believe;positive;future
3088;1468621364558921729;deny;positive;past
3089;1517597640913047552;believe;positive;past
3090;1517135469686886401;believe;positive;past
3091;1477257463040643081;believe;negative;future
3092;1514024477486628865;believe;positive;future
3093;1512113728808001536;believe;positive;future
3094;1460008219900710914;deny;positive;present
3095;1476027443936784386;believe;negative;future
3096;1508670823825125379;believe;positive;future
3097;1483476991110107136;deny;negative;future
3098;1511736663692689408;believe;neutral;past
3099;1481263168173268997;believe;neutral;future
3100;1479085777841795073;deny;positive;future
3101;1493964887327920130;deny;negative;future
3102;1497936662520815623;believe;neutral;future
3103;1517660684833615872;believe;positive;future
3104;1483489667962085385;believe;neutral;present
3105;1498354863842988038;believe;positive;future
3106;1424309338223661059;believe;negative;future
3107;1469644631860203527;believe;neutral;future
3108;1514865190361346052;believe;positive;future
3109;1483959129211387904;deny;negative;past
3110;1461477864881070082;believe;neutral;future
3111;1433158249142915075;believe;neutral;present
3112;1471176501202726926;deny;neutral;future
3113;1460634936726142987;believe;negative;future
3114;1459331553952100356;deny;negative;future
3115;1456888465413582849;believe;negative;future
3116;1461195403194339336;believe;neutral;past
3117;1456921951427981313;believe;neutral;future
3118;1467754747205603331;believe;negative;past
3119;1511181407686602758;believe;positive;past
3120;1446533092072636420;believe;neutral;present
3121;1516110859902226432;believe;positive;present
